estate_name,stage_name
Sunbury Fields Estate,6
Sunrise Estate,1
Sunrise Estate,2
Sunrise Estate,4
Sunrise Estate,5
Sunset Views,1
Swan View Estate,1
Swan View Estate,2
Swan View Estate,4
Swarna Estate,1
Talia Estate,2
Talia Estate,3
Tarneit Point,1
Tathra,5
Taylors,2
Taylors,22
Taylors,3
Taylors Hill Estate,1
Taylors Quarter,2
Taylors Rise,1
Taylors Rise,3
Taylors Run,10
Taylors Run,1A
Taylors Run,2
Taylors Run,3
Taylors Run,4
Taylors Run,5
Taylors Run,5A
Taylors Run,6
Taylors Run,7
Taylors Run,8
Taylors Run,9
Temple Views,1
Tesoro Estate,8
Tesoro Estate,9
The Address Estate,2
The Address Estate,5
The Address Estate,6
The Address Estate,7
The Address Estate,8
The Address Estate,9
The Clan,1
The Dunes Estate,1A
The Dunes Estate,5A
The Dunes Estate,5B
The Dunes Estate,6
The Enclave Estate,1
The Enclave Estate,2
The Enclave Estate,3
The Fairways,1
The Fairways,2
The Fairways,3
The Fairways,4
The Fairways,5
The Garden Residences,1
The Gardens,1
The Glen  Estate,1
The Glen  Estate,2
The Glen  Estate,3
The Glen  Estate,4
The Glen  Estate,5
The Glen  Estate,6
The Glen  Estate,7
The Grange,1
The Greens,1
The Grove Estate,1
The Grove Estate,10
The Grove Estate,11
The Grove Estate,12
The Grove Estate,14
The Grove Estate,20
The Grove Estate,21
The Grove Estate,26
The Grove Estate,28
The Grove Estate,30
The Grove Estate,31
The Grove Estate,32
The Grove Estate,35
The Grove Estate,36
The Grove Estate,37
The Grove Estate,37B
The Grove Estate,38
The Grove Estate,45
The Grove Estate,46
The Grove Estate,47
The Grove Estate,48
The Grove Estate,49
The Grove Estate,5
The Grove Estate,50
The Grove Estate,51
The Grove Estate,52
The Grove Estate,53
The Grove Estate,54
The Grove Estate,55
The Grove Estate,6
The Grove Estate,61
The Grove Estate,62
The Grove Estate,63
The Grove Estate,64
The Grove Estate,65
The Grove Estate,66
The Grove Estate,7
The Grove Estate,9
The Heights Estate,3
The Ivy Estate,1
The Ivy Estate,2
The Ivy Estate,3
The Ivy Estate,4
The Ivy Estate,5
The Ivy Estate,6
The Junction,1
The Junction,2
The Junction,3
The Junction,4
The Junction,5
The Junction,6
The Lakeside Land,1
The Lakeside Land,3
The Lookout,1
The Maples Estate,11
The Maples Estate,3B
The Maples Estate,4
The Maples Estate,5B
The Maples Estate,5D
The Maples Estate,6
The Maples Estate,8
The Maples Estate,9
The Meadows on Eureka,1
The Mount - Mount Duneed,1
The Murray,1
The New Bloom Estate,1
The New Bloom Estate,10
The New Bloom Estate,11
The New Bloom Estate,2
The New Bloom Estate,3
The New Bloom Estate,4
The New Bloom Estate,5
The New Bloom Estate,6
The New Bloom Estate,7
The New Bloom Estate,8
The New Bloom Estate,9
The Nook,1
The Orchards,2
The Orchards,3
The Orchards,4
The Orchards,5
The Orchards,6
The Orchards,7
The Patch Estate,1
The Patch Estate,10
The Patch Estate,2
The Patch Estate,3
The Patch Estate,4
The Patch Estate,5
The Patch Estate,6
The Patch Estate,8A
The Patch Estate,9
The Point Estate,10
The Point Estate,11
The Point Estate,16
The Point Estate,18
The Point Estate,19
The Point Estate,20
The Point Estate,8
The Precinct Winchelsea,1
The Precinct Winchelsea,2
The Precinct Winchelsea,3
The Range Estate,1
The Range Estate,2
The Range Estate,4
The Range Estate,5
The Reserve - Drouin,1
The Reserve Estate - Armstrong Creek,1
The Reserve Estate - Armstrong Creek,2
The Reserve Estate - Armstrong Creek,3
The Reserve Estate - Armstrong Creek,3A
The Reserve Estate - Armstrong Creek,4
The Reserve Estate - Armstrong Creek,5
The Reserve Estate - Armstrong Creek,6
The Reserve Estate - Armstrong Creek,7
The Reserve Estate - Armstrong Creek,8
The Reserve Estate - Tarneit,32
The Rise Estate,1
The Rise Estate,2
The Rise Estate,3
The Rise Estate,4
The Rise Estate,5
The Rise Traralgon,1
The Roads,1
The Roads,2
The Tarneit Place,1
The Tarneit Place,2
The Tarneit Place,4
The Tarneit Place,5
The Tarneit Place,6
The Tarneit Place,8
The Village,2
The Waves,2
The Willows at Botanical,30
The Woods Estate,1
The Woods Estate,10
The Woods Estate,12
The Woods Estate,4
The Woods Estate,8
Thompsons Run Estate,2
Thornhill Central,1
Thornhill Central,2
Thornhill Central,3
Thornhill Gardens,1
Thornhill Gardens,2
Thornhill Gardens,3
Thornhill Gardens,4
Thornhill Gardens,5
Thornhill Park Estate,10
Thornhill Park Estate,11
Thornhill Park Estate,12
Thornhill Park Estate,13
Thornhill Park Estate,14
Thornhill Park Estate,15
Thornhill Park Estate,16
Thornhill Park Estate,17
Thornhill Park Estate,18
Thornhill Park Estate,2
Thornhill Park Estate,20
Thornhill Park Estate,21
Thornhill Park Estate,22
Thornhill Park Estate,23
Thornhill Park Estate,24
Thornhill Park Estate,25
Thornhill Park Estate,26
Thornhill Park Estate,27
Thornhill Park Estate,29
Thornhill Park Estate,3
Thornhill Park Estate,30
Thornhill Park Estate,30A
Thornhill Park Estate,4
Thornhill Park Estate,5
Thornhill Park Estate,6
Thornhill Park Estate,7
Thornhill Park Estate,8
Thornhill Park Estate - Mayflower,1
Thornhill Park Estate - Mayflower,2
Thornhill Park Estate - Mayflower,3
Thornhill Park Estate - Mayflower,4
Thoroughbred Estate,1
Thoroughbred Estate,2
Timbarra Estate,1
Timbarra Estate,2
Timbarra Estate,4
Timbarra Estate,5
Timbarra Estate,6A
Timberbelle Place,1
Timbertop Estate - Drouin,1
Timbertop Estate - Officer,1
Timbertop Estate - Officer,17
Timbertop Estate - Officer,24
Timbertop Estate - Officer,26
Timbertop Estate - Officer,4
Tommy's Run,1
Toolern Waters Estate,10
Toolern Waters Estate,11
Toolern Waters Estate,12
Toolern Waters Estate,13
Toolern Waters Estate,2
Toolern Waters Estate,3
Toolern Waters Estate,4
Toolern Waters Estate,5
Toolern Waters Estate,8
Toolern Waters Estate,9
Tramonto Views,1
Tramonto Views,2
Tribella Rise,1
Tribella Rise,2
Trijena Estate,1
Trijena Estate,11
Trijena Estate,12
Trijena Estate,13
Trijena Estate,14
Trijena Estate,15
Trijena Estate,2
Trijena Estate,3
Trijena Estate,4
Trijena Estate,5
Trijena Estate,6
Trijena Estate,7
Trijena Estate,8
Trijena Estate,9
Trillium Estate,13
Trillium Estate,9
True North Estate,11
True North Estate,12
True North Estate,13
True North Estate,14
True North Estate,15
True North Estate,16
True North Estate,17
True North Estate,19
True North Estate,20
True North Estate,22
True North Estate,23
True North Estate,24
True North Estate,6
True North Estate,7
True North Estate,8
True North Estate,9
Tullamore - Stables Estate,1
Tullamore - Stables Estate,2F
Tullamore - Stables Estate,4
Tullamore - Stables Estate,5
Tullamore - Stables Estate,6
Tullamore - Stables Estate,6B
Tulliallan Estate,10
Tulliallan Estate,11
Tulliallan Estate,12
Tulliallan Estate,13
Tulliallan Estate,15
Tulliallan Estate,16
Tulliallan Estate,17
Tulliallan Estate,18
Tulliallan Estate,19
Tulliallan Estate,5
Tulliallan Estate,6
Tulliallan Estate,8
Tulloh Street Estate,1
Tulloh Street Estate,2
Umbra Estate,3
Umbra Estate,4
Underbank Estate,1
Underbank Estate,10
Underbank Estate,11
Underbank Estate,12
Underbank Estate,13
Underbank Estate,15
Underbank Estate,17
Underbank Estate,2
Underbank Estate,21
Underbank Estate,22
Underbank Estate,23
Underbank Estate,3
Underbank Estate,3B
Underbank Estate,5
Underbank Estate,6
Underbank Estate,7
Underbank Estate,8
Underbank Estate,9
Unity Park,1
Unity Park,11
Unity Park,12
Unity Park,13
Unity Park,2
Unity Park,3
Unity Park,4
Unity Park,5
Unity Park,8
Unity Park,9
Upper Point Cook Estate,12
Upper Point Cook Estate,13
Upper Point Cook Estate,14
Upper Point Cook Estate,15
Upper Point Cook Estate,16
Upper Point Cook Estate,16B
Upper Point Cook Estate,17
Upper Point Cook Estate,18
Upper Point Cook Estate,19
Upper Point Cook Estate,20
Upper Point Cook Estate,21
Upper Point Cook Estate,22
Upper Point Cook Estate,23
Upper Point Cook Estate,24
Upper Point Cook Estate,25
Upper Point Cook Estate,26
Upper Point Cook Estate,27
Upper Point Cook Estate,28
Upper Point Cook Estate,29
Upper Point Cook Estate,30
Upper Point Cook Estate,31
Upper Point Cook Estate,32
Upper Point Cook Estate,33
Upper Point Cook Estate,34
Upper Point Cook Estate,35
Upper Point Cook Estate,36
Upper Point Cook Estate,4
Upper Point Cook Estate,5
Upper Point Cook Estate,6
Upper Point Cook Estate,9
Vantage Estate,23
Vantage Estate,24
Vantage Estate,25
Vantage Estate,6
Venus Hill Estate,1
Verdant Hill Estate,1
Verdant Hill Estate,10C
Verdant Hill Estate,11
Verdant Hill Estate,12
Verdant Hill Estate,13
Verdant Hill Estate,14
Verdant Hill Estate,15
Verdant Hill Estate,16
Verdant Hill Estate,17
Verdant Hill Estate,2
Verdant Hill Estate,3
Verdant Hill Estate,4
Verdant Hill Estate,6
Verdant Hill Estate,6A
Verdant Hill Estate,8
Verdant Hill Estate,9C
Verve,1
Verve,2
Verve,3
Verve,4
Verve,6A
Verve,7
Vineyard Estate,5
Viridian,1
Viridian,2
Vista,1
Vista,2
Vista Verde,1
Vista Verde,2
Voltaire Estate,1
Wallan Valley,18
Wallanbrae,1
Wallara Waters Estate,10
Wallara Waters Estate,11
Wallara Waters Estate,12
Wallara Waters Estate,12B
Wallara Waters Estate,13
Wallara Waters Estate,14
Wallara Waters Estate,15
Wallara Waters Estate,16
Wallara Waters Estate,2
Wallara Waters Estate,22
Wallara Waters Estate,9B
Wandana Estate,1
Wandana Estate,2A
Wandana Estate,2B
Wandana Estate,3
Wandana Estate,4
Wandana Estate,5
Wandana Estate,6
Wantirna Rise Estate,1
Waratah Estate,10
Waratah Estate,3
Waratah Estate,9
Warragul Crownlea Estate,1
Warragul Crownlea Estate,10
Warragul Crownlea Estate,11
Warragul Crownlea Estate,12
Warragul Crownlea Estate,2
Warragul Crownlea Estate,3
Warragul Crownlea Estate,4
Warragul Crownlea Estate,5
Warragul Crownlea Estate,6
Warragul Crownlea Estate,7
Warragul Crownlea Estate,8
Warragul Crownlea Estate,9
Warralily Estate,1
Warralily Estate,1 - Springs
Warralily Estate,10
Warralily Estate,101
Warralily Estate,102
Warralily Estate,103
Warralily Estate,105A
Warralily Estate,106
Warralily Estate,108
Warralily Estate,110
Warralily Estate,111
Warralily Estate,113
Warralily Estate,114
Warralily Estate,115
Warralily Estate,115B
Warralily Estate,116
Warralily Estate,117
Warralily Estate,119
Warralily Estate,12
Warralily Estate,13
Warralily Estate,14
Warralily Estate,15
Warralily Estate,19
Warralily Estate,2
Warralily Estate,20
Warralily Estate,22
Warralily Estate,23
Warralily Estate,24A
Warralily Estate,25
Warralily Estate,26
Warralily Estate,27
Warralily Estate,27B
Warralily Estate,3
Warralily Estate,34A
Warralily Estate,34B
Warralily Estate,35
Warralily Estate,35B
Warralily Estate,36
Warralily Estate,37
Warralily Estate,4
Warralily Estate,40
Warralily Estate,41
Warralily Estate,43
Warralily Estate,44
Warralily Estate,45
Warralily Estate,46a
Warralily Estate,5
Warralily Estate,50
Warralily Estate,61
Warralily Estate,64
Warralily Estate,67
Warralily Estate,68
Warralily Estate,69
Warralily Estate,6A
Warralily Estate,7
Warralily Estate,71
Warralily Estate,71B
Warralily Estate,72
Warralily Estate,73
Warralily Estate,74
Warralily Estate,75
Warralily Estate,78B
Warralily Estate,79
Warralily Estate,8
Warralily Estate,80
Warralily Estate,9
Warralily Estate,92
Warralily Estate,94
Warralily Estate,95
Warralily Estate,96
Warralily Estate,97
Warralily Estate,98
Water Edge Estate,2
Water Edge Estate,3
Water Edge Estate,4
Waterford Estate,11
Waterford Estate,8
Waterford Rise,Sanctuary Release
Waterford Rise Estate,1
Waterford Rise Estate,30
Waterford Rise Estate,32
Waterford Rise Estate,48
Waterford Rise Estate,49
Waterford Rise Estate,51
Waterford Rise Estate,55
Waterford Rise Estate,56
Waterford Rise Estate,57
Waterford Rise Estate,58
Waterford Rise Estate,59
Waterford Rise Estate,60
Waterford Rise Estate,61
Waterford Rise Estate,62
Waterford Rise Estate,63
Waterford Rise Estate,64
Waterford Rise Estate,66
Waterford Rise Estate,67
Waterford Rise Estate,68
Waterford Rise Estate,71
Waterford Rise Estate,72
Watergrass Estate,1
Watergrass Estate,1A
Watergrass Estate,2
Waterhaven Estate,12
Waterhaven Estate,13
Watermark Estate,1
Watermark Estate,10
Watermark Estate,11
Watermark Estate,12
Watermark Estate,2
Watermark Estate,3
Watermark Estate,4
Watermark Estate,5
Watermark Estate,6
Watermark Estate,7
Watermark Estate,8
Watermark Estate,9
Waterways,5
Waterways,6
Watsons Reach,1
Wattle Estate,1
Wattle Estate,2
Wattle Estate,3
Wattle Grove Estate,1
Wattle Grove Estate,2
Wattle Grove Estate,3
Wattle Grove Estate,4
Wattle Grove Estate,5
Wattle Park,1
Wattle Park,2
Wattle Park,3
Wattle Park,4
Wattle Park,5
Wattle Park,6
Wattle Park,7
Wattlewood Estate,5
Waverley Park,16
Waverly Woods,1
Webb,1
Webb,2
Wedge Road. Skye,1
Wedge Road. Skye,2
Wedge Road. Skye,3
Wedge Road. Skye,4
Wellington Rise Estate,4
Wellington Rise Estate,5
Werona Waters Estate,1
Westbrook Estate - Northern Precinct,35
Westbrook Estate - Northern Precinct,36
Westbrook Estate - Northern Precinct,37
Westbrook Estate - Northern Precinct,38
Westbrook Estate - Northern Precinct,39
Westbrook Estate - Northern Precinct,40
Westbrook Estate - Northern Precinct,41
Westbrook Estate - Northern Precinct,42
Westbrook Estate - Northern Precinct,43
Westbrook Estate - Northern Precinct,44
Westbrook Estate - Northern Precinct,45
Westbrook Estate - Northern Precinct,46
Westbrook Estate - Northern Precinct,47
Westbrook Estate - Northern Precinct,48
Westbrook Estate - Northern Precinct,49
Westbrook Estate - Northern Precinct,50
Westbrook Estate - Northern Precinct,51
Westbrook Estate - Northern Precinct,52
Westbrook Estate - Northern Precinct,53
Westbrook Estate - Northern Precinct,54
Westbrook Estate - Northern Precinct,56
Westbrook Estate - Northern Precinct,57
Westbrook Estate - Northern Precinct,59
Westbrook Estate - Northern Precinct,61
Westbrook Estate - Northern Precinct,63
Westbrook Estate - Northern Precinct,64
Westbrook Estate - Northern Precinct,66
Westbrook Estate - Northern Precinct,67A
Westbrook Estate - Northern Precinct,68
Westbrook Estate - Northern Precinct,69
Westbrook Estate - Northern Precinct,73
Westbrook Estate - Southern Precinct,16
Westbrook Estate - Southern Precinct,29
Westbrook Estate - Southern Precinct,3
Westbrook Estate - Southern Precinct,30
Westbrook Estate - Southern Precinct,31
Westbrook Estate - Southern Precinct,33
Westbrook Estate - Southern Precinct,7
Westbrook Estate - The Edge,55
Westbrook Estate - The Edge,58
Westbrook Estate - The Edge,59
Westbrook Kilmore,1
Western Gardenia,1
Western Gardenia,2
Westwood Place Estate,1
Westwood Place Estate,2A
Westwood Place Estate,2B
Westwood Place Estate,4
Westwood Place Estate,8A
Westwood Walk Estate,1
Westwood Walk Estate,10
Westwood Walk Estate,13
Westwood Walk Estate,14
Westwood Walk Estate,15
Westwood Walk Estate,15A
Westwood Walk Estate,16
Westwood Walk Estate,17
Westwood Walk Estate,18
Westwood Walk Estate,19
Westwood Walk Estate,2
Westwood Walk Estate,20
Westwood Walk Estate,21
Westwood Walk Estate,3
Westwood Walk Estate,4
Westwood Walk Estate,5
Westwood Walk Estate,8
Westwood Walk Estate,9
Whitehill,3
Willandra  Estate,11
Willandra  Estate,12
Willandra  Estate,13
Willandra  Estate,15
Willandra  Estate,16
Willandra  Estate,7
Willandra  Estate,8
Williams Landing - Addison Estate,4A
Williams Landing - Addison Estate,A1
Williams Landing - Addison Estate,A2
Williams Landing - Addison Estate,A3
Williams Landing - Addison Estate,AW2
Williams Landing - Addison Estate,AW2C
Williams Landing - Elmstead Estate,E2
Williams Landing - Elmstead Estate,E4
Williams Landing - Elmstead Estate,E5
Williams Landing - Elmstead Estate,E6
Williams Landing Estate,22
Williams Landing Estate,25
Williams Landing Estate,3
Williams Landing Estate,3D
Williams Landing Estate,5
Williams Landing Estate,K1
Williams Landing Estate,W1
Williams Landing Estate,W3
Williams Walk Estate,1
Williams Walk Estate,2
Williams Walk Estate,3
Williams Walk Estate,4
Willow Estate - Gisborne,1
Willow Estate - Gisborne,11
Willow Estate - Gisborne,13
Willow Estate - Gisborne,14
Willow Estate - Gisborne,2
Willow Estate - Gisborne,3
Willow Estate - Gisborne,4
Willow Estate - Gisborne,5
Willow Estate - Gisborne,7
Willow Estate - Gisborne,9
Willow Estate - Mt Duneed,1
Willow Estate - Mt Duneed,2
Willow Springs,1
Willow Springs,2
Willow Springs,3
Willow Springs,4
Willowstone,6
Windermere Estate,1
Windermere Estate,10
Windermere Estate,11
Windermere Estate,12
Windermere Estate,15
Windermere Estate,16
Windermere Estate,17
Windermere Estate,18
Windermere Estate,19
Windermere Estate,2
Windermere Estate,20
Windermere Estate,21
Windermere Estate,23
Windermere Estate,24
Windermere Estate,25
Windermere Estate,26
Windermere Estate,27
Windermere Estate,3
Windermere Estate,4
Windermere Estate,5
Windermere Estate,6
Windermere Estate,7
Windermere Estate,8
Windermere Estate,9
Winery Hill,1
Winland Estate,1
Winland Estate,2
Winning Post Estate,1
Winter Valley Rise Estate,3
Winter Valley Rise Estate,4
Winter Valley Rise Estate,4B
Winter Valley Rise Estate,5A
Winter Valley Rise Estate,5B
Winter Valley Rise Estate,6A
Winter Valley Rise Estate,6B
Winter Valley Rise Estate,7
Winterfield Estate,1
Winterfield Estate,10
Winterfield Estate,11
Winterfield Estate,12
Winterfield Estate,13
Winterfield Estate,14B
Winterfield Estate,2
Winterfield Estate,3
Winterfield Estate,3A
Winterfield Estate,4
Winterfield Estate,5
Winterfield Estate,6
Winterfield Estate,7
Winterfield Estate,8
Winterfield Estate,9
Winterfield North,1
Winterfield North,2
Winterset Lodge Estate,1
Winterset Lodge Estate,2
Winterset Lodge Estate,3
Winton,1
Winton,2
Winton,3
Winton,4
Winton,5
Winton,6
Winton,7
Wollahra Rise,1
Wollahra Rise,2
Wollahra Rise,2A
Wollahra Rise,2B
Wollahra Rise,3
Wollahra Rise,3A
Wollahra Rise,4
Wollert Rise,10
Wollert Rise,11
Wollert Rise,13
Wollert Rise,2
Wollert Rise,3
Wollert Rise,6
Wollert Rise,8
Wonderland,1
Wonga Park Estate,1
Woodland Park,1
Woodlands Estate,1
Woodlea Estate,14
Woodlea Estate,17
Woodlea Estate,2
Woodlea Estate,20
Woodlea Estate,21
Woodlea Estate,22
Woodlea Estate,27
Woodlea Estate,3
Woodlea Estate,30
Woodlea Estate,31
Woodlea Estate,32
Woodlea Estate,33
Woodlea Estate,34
Woodlea Estate,35
Woodlea Estate,36
Woodlea Estate,37
Woodlea Estate,39
Woodlea Estate,40
Woodlea Estate,42
Woodlea Estate,43
Woodlea Estate,44
Woodlea Estate,46
Woodlea Estate,47
Woodlea Estate,49
Woodlea Estate,51
Woodlea Estate,53
Woodlea Estate,54
Woodlea Estate,55
Woodlea Estate,57
Woodlea Estate,6
Woodlea Estate,60
Woodlea Estate,61
Woodlea Estate,62
Woodlea Estate,63
Woodlea Estate,65
Woodlea Estate,66
Woodlea Estate,67
Woodlea Estate,7
Woodlea Estate,75
Woodlea Estate,76
Woodlea Estate,8
Woodlea Estate,8B
Woodsong,2
Woodsong,3
Worthington Estate,10
Wyndham Gardens,1
Wyndham Gardens,2
Wyndham Harbour Estate,4
Wyndham Vale,1
Wyndham Vale,2
Wyndham Vale Central,1
Wynnbrook Estate,11
Wynnbrook Estate,12
Wynnbrook Estate,13
Wynnbrook Estate,14
Wynnbrook Estate,15
Wynnbrook Estate,2
Wynnbrook Estate,3
Wynnbrook Estate,4
Wynnbrook Estate,5
Wynnbrook Estate,6
Wynnbrook Estate,7
Wynnbrook Estate,8
Wynnbrook Estate,9
Yaringa,1
Yaringa,2
Yaringa,3
Yaringa,5
Yaringa,6
Yaringa,7
Yorkdale Estate,10
Yorkdale Estate,14
Yorkdale Estate,18
Yorkdale Estate,19
Yorkdale Estate,20
Yorkdale Estate,21
Yorkdale Estate,22
Yorkdale Estate,23
Yorkdale Estate,24
Yorkdale Estate,25
Zeal Estate,1
Zeal Estate,2
